Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Costs_M
84.0,Allstate,ALL,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-18.0,no,yes,no,yes,no,54250.0,29180.0,51412.0,-3.4,-1311.0,-182.0,97957.0,Thomas J. Wilson,U.S.,Northbrook,IL,www.allstate.com,Public,"Market value as of July 17, 2023.",26919.0,2023-08-02,
85.0,Delta Air Lines,DAL,Transportation,Airlines,yes,no,no,yes,28.0,yes,no,no,yes,no,95000.0,22392.0,50582.0,69.2,1318.0,370.7,72288.0,Edward H. Bastian,U.S.,Atlanta,GA,www.delta.com,Public,"Market value as of July 17, 2023.",30112.0,2023-08-02,49264.0
,Liberty Mutual Insurance Group,,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,-8.0,no,yes,no,yes,no,50000.0,,49956.0,3.6,414.0,-86.5,160316.0,Timothy M. Sweeney,U.S.,Boston,MA,www.libertymutual.com,Private,,,2023-08-02,
87.0,TJX,TJX,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-12.0,no,yes,no,yes,no,329000.0,90315.0,49936.0,2.9,3498.0,6.6,28349.0,Ernie L. Herrman,U.S.,Framingham,MA,www.tjx.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",97800.0,2023-08-02,
88.0,Progressive,PGR,Financials,Insurance: Property and Casualty (Stock),yes,no,yes,yes,-9.0,no,yes,no,yes,yes,55063.0,83743.0,49611.0,4.0,722.0,-78.5,75465.0,Susan Patricia Griffith,U.S.,Mayfield Village,OH,www.progressive.com,Public,"Market value as of July 17, 2023.",71377.0,2023-08-02,
89.0,American Airlines Group,AAL,Transportation,Airlines,yes,no,no,yes,25.0,yes,no,no,yes,no,129700.0,9629.0,,63.9,127.0,,64716.0,Robert D. Isom,U.S.,Fort Worth,TX,www.aa.com,Public,"Market value as of July 17, 2023.",11869.0,2023-08-02,
90.0,CHS,,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,5.0,yes,no,no,yes,no,10014.0,,47792.0,24.3,1679.0,203.1,18825.0,Jay D. Debertin,U.S.,Inver Grove Heights,MN,www.chsinc.com,Private,"A cooperative. Figures are for fiscal year ended Aug. 31, 2022.",,2023-08-02,
91.0,Performance Food Group,PFGC,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,21.0,yes,no,no,yes,no,34825.0,9422.0,47194.0,61.6,,176.4,12378.0,George L. Holm,U.S.,Richmond,VA,www.pfgc.com,Public,"Figures are for fiscal year ended June 30, 2022. Excise taxes have been deducted. Market value as of July 17, 2023.",9522.0,2023-08-02,
92.0,PBF Energy,PBF,Energy,Petroleum Refining,yes,no,no,yes,38.0,yes,no,no,no,no,3616.0,5589.0,46830.0,71.8,2877.0,1145.4,13549.0,Thomas J. Nimbley,U.S.,Parsippany,NJ,www.pbfenergy.com,Public,"Excise taxes have been deducted. Market value as of July 17, 2023.",5020.0,2023-08-02,
93.0,Nike,NKE,Apparel,Apparel,yes,no,no,yes,-10.0,no,yes,no,yes,no,79100.0,190161.0,46710.0,4.9,6046.0,5.6,40321.0,John J. Donahoe II,U.S.,Beaverton,OR,www.nike.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of July 17, 2023.",167086.0,2023-08-02,
94.0,Best Buy,BBY,Retailing,Specialty Retailers: Other,yes,no,yes,no,-26.0,no,yes,no,yes,no,71100.0,17066.0,46298.0,-10.6,,-42.2,15803.0,Corie S. Barry,U.S.,Richfield,MN,www.investors.bestbuy.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",17952.0,2023-08-02,44879.0
,Bristol-Myers Squibb,BMY,Health Care,Pharmaceuticals,yes,no,no,yes,-13.0,no,yes,no,yes,no,34300.0,145780.0,46159.0,-0.5,6327.0,-9.5,96820.0,Giovanni Caforio,U.S.,New York,NY,www.bms.com,Public,"Market value as of July 17, 2023.",129937.0,2023-08-02,39832.0
96.0,United Airlines Holdings,UAL,Transportation,Airlines,yes,no,no,yes,50.0,yes,no,no,no,no,92795.0,14474.0,44955.0,82.5,737.0,,67358.0,J. Scott Kirby,U.S.,Chicago,IL,www.united.com,Public,"Market value as of July 17, 2023.",17424.0,2023-08-02,
97.0,Thermo Fisher Scientific,TMO,Technology,"Scientific, Photographic and Control Equipment",yes,no,no,yes,-5.0,no,yes,no,yes,no,130000.0,222150.0,,14.5,6950.0,-10.0,97154.0,Marc N. Casper,U.S.,Waltham,MA,www.thermofisher.com,Public,"Market value as of July 17, 2023.",202604.0,2023-08-02,
,Qualcomm,QCOM,-,Semiconductors and Other Electronic Components,yes,no,no,yes,9.0,yes,no,no,yes,no,51000.0,142252.0,44200.0,31.7,12936.0,43.0,49014.0,Cristiano R. Amon,U.S.,San Diego,CA,www.qualcomm.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",137468.0,2023-08-02,31264.0
99.0,Abbott Laboratories,ABT,Health Care,Medical Products and Equipment,yes,no,no,yes,-13.0,no,yes,no,yes,no,115000.0,175984.0,43653.0,1.3,6933.0,-2.0,74438.0,Robert B. Ford,U.S.,Abbott Park,IL,www.abbott.com,Public,"Market value as of July 17, 2023.",186067.0,2023-08-02,
100.0,Coca-Cola,KO,"Food, Beverages & Tobacco",Beverages,yes,no,no,yes,-7.0,no,yes,no,yes,no,82500.0,268361.0,43004.0,11.3,,-2.3,92763.0,James R. Quincey,U.S.,Atlanta,GA,www.coca-colacompany.com,Public,"Market value as of July 17, 2023.",262978.0,2023-08-02,
101.0,Oracle,ORCL,Technology,Computer Software,yes,no,yes,yes,-10.0,no,yes,no,yes,no,143000.0,250866.0,42440.0,4.8,,-51.1,109297.0,Safra A. Catz,U.S.,Austin,TX,www.oracle.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of July 17, 2023.",322698.0,2023-08-02,
102.0,Nucor,NUE,Materials,Metals,yes,no,no,yes,-4.0,no,yes,no,yes,no,31400.0,38917.0,,13.8,7607.0,11.4,32479.0,Leon J. Topalian,U.S.,Charlotte,NC,www.nucor.com,Public,"Market value as of July 17, 2023.",42062.0,2023-08-02,33906.0
103.0,TIAA,,Financials,"Insurance: Life, Health (Mutual)",yes,no,yes,yes,-13.0,no,yes,no,yes,no,16070.0,,40911.0,0.9,494.0,-87.8,634457.0,Thasunda Brown Duckett,U.S.,New York,NY,www.tiaa.org,Private,,,2023-08-02,
104.0,Massachusetts Mutual Life Insurance,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,-4.0,no,yes,no,yes,no,10662.0,,40281.0,12.2,1485.0,365.0,381336.0,Roger W. Crandall,U.S.,Springfield,MA,www.massmutual.com,Private,,,2023-08-02,38796.0
105.0,General Dynamics,GD,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,-11.0,no,yes,no,yes,no,106500.0,62692.0,39407.0,2.4,3390.0,4.1,51585.0,Phebe N. Novakovic,U.S.,Reston,VA,www.gd.com,Public,"Market value as of July 17, 2023.",59358.0,2023-08-02,
,Capital One Financial,COF,Financials,Commercial Banks,yes,yes,no,yes,2.0,yes,no,no,yes,yes,55943.0,36776.0,38373.0,19.8,7360.0,-40.6,455249.0,Richard D. Fairbank,U.S.,McLean,VA,www.capitalone.com,Public,"Market value as of July 17, 2023.",43308.0,2023-08-02,
107.0,HF Sinclair,DINO,Energy,Petroleum Refining,yes,no,no,yes,90.0,yes,no,no,no,no,5223.0,9492.0,38205.0,107.8,2923.0,423.5,18126.0,Tim Go,U.S.,Dallas,TX,www.hfsinclair.com,Public,"Excise taxes have been deducted. Market value as of July 17, 2023.",8858.0,2023-08-02,
108.0,Dollar General,DG,Retailing,Specialty Retailers: Other,yes,no,no,yes,-2.0,no,yes,no,yes,no,170000.0,46114.0,,10.6,2416.0,0.7,29083.0,Jeffery C. Owen,U.S.,Goodlettsville,TN,www.dollargeneral.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",35342.0,2023-08-02,
109.0,Arrow Electronics,ARW,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,-5.0,no,yes,no,yes,no,22300.0,7278.0,37124.0,7.7,1427.0,28.8,21763.0,Sean J. Kerins,U.S.,Centennial,CO,www.arrow.com,Public,"Market value as of July 17, 2023.",8096.0,2023-08-02,
,Occidental Petroleum,OXY,Energy,"Mining, Crude-Oil Production",yes,no,yes,yes,25.0,yes,no,no,no,no,11973.0,56069.0,37095.0,38.6,13304.0,473.0,72609.0,Vicki A. Hollub,U.S.,Houston,TX,www.oxy.com,Public,"Market value as of July 17, 2023.",52872.0,2023-08-02,23791.0
111.0,Northwestern Mutual,,Financials,"Insurance: Life, Health (Mutual)",yes,no,no,yes,-14.0,no,yes,no,yes,no,8323.0,,36921.0,0.5,,-6.7,340390.0,John E. Schlifske,U.S.,Milwaukee,WI,www.northwesternmutual.com,Private,,,2023-08-02,
112.0,Travelers,TRV,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,-9.0,no,yes,no,yes,no,32175.0,39783.0,36884.0,5.9,,-22.4,115717.0,Alan D. Schnitzer,U.S.,New York,NY,www.travelers.com,Public,"Market value as of July 17, 2023.",38940.0,2023-08-02,
113.0,Northrop Grumman,NOC,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,-12.0,no,yes,no,yes,no,95000.0,70203.0,36602.0,2.6,4896.0,-30.1,43755.0,Kathy J. Warden,U.S.,Falls Church,VA,www.northropgrumman.com,Public,"Market value as of July 17, 2023.",68981.0,2023-08-02,
114.0,USAA,,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-18.0,no,yes,no,yes,no,36820.0,,36297.0,-3.1,-1296.0,-139.3,204005.0,Wayne Peacock,U.S.,San Antonio,TX,www.usaa.com,Private,,,2023-08-02,37593.0
115.0,Honeywell International,HON,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-10.0,no,yes,no,yes,no,97000.0,127695.0,35466.0,3.1,4966.0,-10.4,62275.0,Vimal Kapur,U.S.,Charlotte,NC,www.honeywell.com,Public,"Market value as of July 17, 2023.",138574.0,2023-08-02,30500.0
116.0,3M,MMM,Chemicals,Chemicals,yes,no,no,no,-14.0,no,yes,no,yes,no,92000.0,57965.0,34229.0,-3.2,5777.0,-2.4,46455.0,Michael F. Roman,U.S.,St. Paul,MN,www.3m.com,Public,"Market value as of July 17, 2023.",56105.0,2023-08-02,
117.0,US Foods Holding,USFD,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,,,,no,yes,no,29000.0,8568.0,34057.0,15.5,265.0,61.6,12773.0,David E. Flitman,U.S.,Rosemont,IL,www.usfoods.com,Public,"Market value as of July 17, 2023.",10199.0,2023-08-02,
118.0,Warner Bros. Discovery,WBD,Media,Entertainment,no,no,no,yes,192.0,yes,no,no,no,no,37500.0,36778.0,33817.0,177.4,-7371.0,-832.7,134001.0,David M. Zaslav,U.S.,New York,NY,wbd.com,Public,"Market value as of July 17, 2023.",29988.0,2023-08-02,41188.0
119.0,Lennar,LEN,Engineering & Construction,Homebuilders,yes,no,no,yes,12.0,yes,no,no,no,no,12012.0,29726.0,33671.0,24.1,4614.0,4.2,37984.0,Jonathan M. Jaffe,U.S.,Miami,FL,www.lennar.com,Public,"Figures are for fiscal year ended Nov. 30, 2022. Market value as of July 17, 2023.",37047.0,2023-08-02,
120.0,D.R. Horton,DHI,Engineering & Construction,Homebuilders,yes,no,no,yes,4.0,yes,no,no,no,no,13237.0,33546.0,33480.0,20.5,5858.0,40.3,30351.0,David V. Auld,U.S.,Arlington,TX,www.drhorton.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",43674.0,2023-08-02,
121.0,Jabil,JBL,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-2.0,no,yes,no,yes,no,250000.0,11750.0,33478.0,14.3,996.0,43.1,19717.0,Kenneth S. Wilson,U.S.,St. Petersburg,FL,www.jabil.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of July 17, 2023.",14759.0,2023-08-02,
122.0,Cheniere Energy,LNG,Energy,Pipelines,yes,no,no,yes,111.0,yes,no,no,no,no,1551.0,38408.0,33428.0,110.7,1428.0,,41266.0,Jack A. Fusco,U.S.,Houston,TX,www.cheniere.com,Public,"Market value as of July 17, 2023.",37656.0,2023-08-02,32000.0
123.0,Broadcom,AVGO,-,Semiconductors and Other Electronic Components,yes,no,no,no,5.0,yes,no,no,no,no,20000.0,267473.0,33203.0,21.0,11495.0,70.7,73249.0,Hock E. Tan,U.S.,San Jose,CA,www.broadcom.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of July 17, 2023.",375688.0,2023-08-02,
124.0,CarMax,KMX,Retailing,"Automotive Retailing, Services",yes,no,no,yes,50.0,yes,no,no,yes,yes,32647.0,10158.0,33197.0,65.2,1151.0,54.1,26338.0,William D. Nash,U.S.,Richmond,VA,www.carmax.com,Public,"Figures are for fiscal year ended Feb. 28, 2023. Market value as of July 17, 2023.",13241.0,2023-08-02,
125.0,Starbucks,SBUX,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,-5.0,no,yes,no,yes,no,402000.0,119677.0,32250.0,11.0,,-21.9,27978.0,Laxman Narasimhan,U.S.,Seattle,WA,www.starbucks.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of July 17, 2023.",115706.0,2023-08-02,
126.0,Molina Healthcare,MOH,Health Care,Health Care: Insurance and Managed Care,yes,no,no,yes,-1.0,no,yes,no,no,no,15000.0,15586.0,31974.0,15.1,792.0,20.2,12314.0,Joseph M. Zubretsky,U.S.,Long Beach,CA,www.molinahealthcare.com,Public,"Market value as of July 17, 2023.",17485.0,2023-08-02,
127.0,Uber Technologies,UBER,Technology,Internet Services and Retailing,no,no,no,yes,83.0,yes,no,no,no,no,32800.0,63840.0,31877.0,82.6,-9141.0,,32109.0,Dara Khosrowshahi,U.S.,San Francisco,CA,www.uber.com,Public,"Market value as of July 17, 2023.",92104.0,2023-08-02,
128.0,Philip Morris International,PM,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,-18.0,no,yes,no,yes,no,79800.0,150946.0,31762.0,1.1,9048.0,-0.7,61681.0,Jacek Olczak,U.S.,Stamford,CT,www.pmi.com,Public,"Excise taxes have been deducted. Market value as of July 17, 2023.",153590.0,2023-08-02,
129.0,Netflix,NFLX,Media,Entertainment,yes,no,no,yes,-14.0,no,yes,no,yes,no,12800.0,153858.0,31616.0,6.5,,-12.2,48595.0,Ted Sarandos/Gregory K. Peters,U.S.,Los Gatos,CA,www.netflix.com,Public,"Market value as of July 17, 2023.",200066.0,2023-08-02,
130.0,NRG Energy,NRG,Energy,Energy,yes,no,no,no,3.0,yes,no,no,no,no,6603.0,7965.0,31543.0,16.9,1221.0,-44.2,29146.0,Mauricio Gutierrez,U.S.,Houston,TX,www.nrg.com,Public,"Market value as of July 17, 2023.",8369.0,2023-08-02,
131.0,Mondelez International,MDLZ,-,Food Consumer Products,yes,no,no,yes,-10.0,no,yes,no,yes,no,91000.0,95050.0,31496.0,9.7,2717.0,-36.8,71161.0,Dirk Van de Put,U.S.,Chicago,IL,www.mondelezinternational.com,Public,"Market value as of July 17, 2023.",97972.0,2023-08-02,
132.0,Danaher,DHR,Health Care,Medical Products and Equipment,yes,no,no,yes,-14.0,no,yes,no,yes,no,80000.0,183764.0,31471.0,6.9,7209.0,12.1,84350.0,Rainer M. Blair,U.S.,Washington,DC,www.danaher.com,Public,"Market value as of July 17, 2023.",175443.0,2023-08-02,
133.0,Salesforce,CRM,Technology,Computer Software,yes,yes,no,yes,3.0,yes,no,no,no,yes,79390.0,199780.0,31352.0,18.3,208.0,-85.6,98849.0,Marc R. Benioff,U.S.,San Francisco,CA,www.salesforce.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of July 17, 2023.",222072.0,2023-08-02,
134.0,Paramount Global,PARA,Media,Entertainment,yes,no,no,yes,-18.0,no,yes,no,yes,no,27400.0,14657.0,31331.0,5.9,1104.0,-75.7,58393.0,Robert M. Bakish,U.S.,New York,NY,www.paramount.com,Public,"Includes revenues from discontinued operations. Market value as of July 17, 2023.",10108.0,2023-08-02,30227.0
135.0,CBRE Group,CBRE,Financials,Real estate,yes,no,no,yes,-9.0,no,yes,no,no,no,115000.0,22563.0,30828.0,11.1,,-23.4,20513.0,Robert E. Sulentic,U.S.,Dallas,TX,www.cbre.com,Public,"Market value as of March 31, 2023.",22563.0,2023-06-05,
136.0,Micron Technology,MU,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-9.0,no,yes,no,no,no,48000.0,66036.0,30758.0,11.0,8687.0,48.2,66283.0,Sanjay Mehrotra,U.S.,Boise,ID,www.micron.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",66036.0,2023-06-05,
137.0,Visa,V,Business Services,Financial Data Services,yes,no,no,yes,10.0,yes,no,no,no,yes,26500.0,475307.0,,21.6,14957.0,21.5,85501.0,Ryan McInerney,U.S.,San Francisco,CA,www.visa.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",475307.0,2023-06-05,
138.0,Southern,SO,Energy,Utilities: Gas and Electric,yes,no,no,yes,15.0,yes,no,no,no,no,27562.0,75948.0,29279.0,26.7,,47.3,134891.0,Christopher C. Womack,U.S.,Atlanta,GA,www.southerncompany.com,Public,"Market value as of March 31, 2023.",75948.0,2023-06-05,
139.0,United Natural Foods,UNFI,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,-7.0,no,yes,no,no,no,30300.0,1565.0,28928.0,7.2,248.0,66.4,7628.0,Sandy Douglas,U.S.,Providence,RI,www.unfi.com,Public,"Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",1565.0,2023-06-05,
140.0,Paccar,PCAR,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,11.0,yes,no,no,no,no,31100.0,38251.0,,22.5,3012.0,62.6,33276.0,R. Preston Feight,U.S.,Bellevue,WA,www.paccar.com,Public,"Market value as of March 31, 2023.",38251.0,2023-06-05,
141.0,Duke Energy,DUK,Energy,Utilities: Gas and Electric,yes,no,yes,yes,4.0,yes,no,no,no,no,27859.0,74344.0,28784.0,16.6,2550.0,-34.7,178086.0,Lynn J. Good,U.S.,Charlotte,NC,www.duke-energy.com,Public,"Includes revenues from discontinued operations. Excise taxes have been deducted. Market value as of March 31, 2023.",74344.0,2023-06-05,
142.0,Eli Lilly,LLY,Health Care,Pharmaceuticals,yes,no,no,yes,-20.0,no,yes,no,no,no,39000.0,326351.0,28541.0,0.8,6245.0,11.9,49490.0,David A. Ricks,U.S.,Indianapolis,IN,www.lilly.com,Public,"Market value as of March 31, 2023.",326351.0,2023-06-05,
143.0,Hewlett Packard Enterprise,HPE,Technology,"Computers, Office Equipment",yes,no,no,no,-20.0,no,yes,no,no,yes,60200.0,20643.0,28496.0,2.6,868.0,-74.7,57123.0,Antonio F. Neri,U.S.,Spring,TX,www.hpe.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",20643.0,2023-06-05,
144.0,Dollar Tree,DLTR,Retailing,Specialty Retailers: Other,yes,no,no,yes,-7.0,no,yes,no,no,no,136287.0,31757.0,28332.0,7.6,1615.0,21.7,23022.0,Richard W. Dreiling,U.S.,Chesapeake,VA,www.dollartree.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",31757.0,2023-06-05,
145.0,Lithia Motors,LAD,Retailing,"Automotive Retailing, Services",yes,no,no,yes,13.0,yes,no,no,no,no,21875.0,6337.0,28188.0,23.5,1251.0,18.0,15007.0,Bryan B. DeBoer,U.S.,Medford,OR,investors.lithiadriveway.com/,Public,"Market value as of March 31, 2023.",6337.0,2023-06-05,
146.0,Cummins,CMI,Industrials,Industrial Machinery,yes,no,yes,yes,3.0,yes,no,no,no,no,73600.0,33811.0,28074.0,16.9,2151.0,0.9,30299.0,Jennifer Rumsey,U.S.,Columbus,IN,www.cummins.com,Public,"Acquired Meritor (2021 rank: 710), Aug. 3, 2022. Market value as of March 31, 2023.",33811.0,2023-06-05,
147.0,Penske Automotive Group,PAG,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-5.0,no,yes,no,no,no,26816.0,9795.0,27815.0,8.8,1380.0,16.2,14115.0,Roger S. Penske,U.S.,Bloomfield Hills,MI,www.penskeautomotive.com,Public,"Market value as of March 31, 2023.",9795.0,2023-06-05,
148.0,PayPal Holdings,PYPL,Business Services,Financial Data Services,yes,no,no,no,-5.0,no,yes,no,no,no,29900.0,85917.0,27518.0,8.5,2419.0,-42.0,78717.0,Daniel H. Schulman,U.S.,San Jose,CA,www.paypal.com,Public,"Market value as of March 31, 2023.",85917.0,2023-06-05,
149.0,U.S. Bancorp,USB,Financials,Commercial Banks,yes,no,no,yes,1.0,yes,no,no,no,no,76646.0,55221.0,27401.0,15.5,5825.0,-26.8,674805.0,Andrew J. Cecere,U.S.,Minneapolis,MN,www.usbank.com,Public,"Market value as of March 31, 2023.",55221.0,2023-06-05,
,Gilead Sciences,GILD,Health Care,Pharmaceuticals,yes,no,no,yes,-21.0,no,yes,no,no,no,17000.0,103614.0,27281.0,-0.1,4592.0,-26.2,63171.0,Daniel P. O&#039;Day,U.S.,Foster City,CA,www.gilead.com,Public,"Market value as of March 31, 2023.",103614.0,2023-06-05,
,AutoNation,AN,Retailing,"Automotive Retailing, Services",yes,no,no,yes,-10.0,no,yes,no,no,no,23600.0,6301.0,26985.0,4.4,1377.0,0.3,10060.0,Michael M. Manley,U.S.,Fort Lauderdale,FL,www.autonation.com,Public,"Market value as of March 31, 2023.",6301.0,2023-06-05,
152.0,Nvidia,NVDA,Technology,Semiconductors and Other Electronic Components,yes,yes,no,yes,-18.0,no,yes,no,no,yes,26196.0,686092.0,26974.0,0.2,4368.0,-55.2,41182.0,Jensen Huang,U.S.,Santa Clara,CA,www.nvidia.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",686092.0,2023-06-05,
153.0,Kraft Heinz,KHC,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,-14.0,no,yes,no,no,no,37000.0,47448.0,26485.0,1.7,2363.0,133.5,90513.0,Miguel Patricio,U.S.,Chicago,IL,www.kraftheinzcompany.com,Public,"Market value as of March 31, 2023.",47448.0,2023-06-05,
154.0,Amgen,AMGN,Health Care,Pharmaceuticals,yes,no,no,yes,-14.0,no,yes,no,no,no,25200.0,129089.0,26323.0,1.3,6552.0,11.2,65121.0,Robert A. Bradway,U.S.,Thousand Oaks,CA,www.amgen.com,Public,"Market value as of March 31, 2023.",129089.0,2023-06-05,19771.0
155.0,Applied Materials,AMAT,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,1.0,yes,no,no,no,no,33000.0,103806.0,25785.0,11.8,6525.0,10.8,26726.0,Gary E. Dickerson,U.S.,Santa Clara,CA,www.appliedmaterials.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",103806.0,2023-06-05,19260.0
156.0,EOG Resources,EOG,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,37.0,yes,no,no,no,no,2850.0,67371.0,25702.0,37.9,7759.0,66.4,41371.0,Ezra Y. Yacob,U.S.,Houston,TX,www.eogresources.com,Public,"Market value as of March 31, 2023.",67371.0,2023-06-05,
157.0,Truist Financial,TFC,Financials,Commercial Banks,yes,no,no,yes,-2.0,no,yes,no,no,no,53987.0,45290.0,25356.0,9.9,6260.0,-2.8,555255.0,William H. Rogers Jr.,U.S.,Charlotte,NC,www.truist.com,Public,"Market value as of March 31, 2023.",45290.0,2023-06-05,
158.0,Macy's,M,Retailing,General Merchandisers,yes,no,no,yes,-14.0,no,yes,no,no,no,94570.0,4747.0,25305.0,0.1,1177.0,-17.7,16866.0,Jeffrey Gennette,U.S.,New York,NY,www.macysinc.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",4747.0,2023-06-05,
159.0,Union Pacific,UNP,Transportation,Railroads,yes,no,no,yes,4.0,yes,no,no,no,no,33179.0,123146.0,24875.0,14.1,6998.0,7.3,65449.0,Jim Vena,U.S.,Omaha,NE,www.up.com,Public,"Market value as of March 31, 2023.",123146.0,2023-06-05,
160.0,C.H. Robinson Worldwide,CHRW,Transportation,Transportation and Logistics,yes,no,no,yes,-6.0,no,yes,no,no,no,17399.0,11417.0,24697.0,6.9,941.0,11.4,5955.0,Scott P. Anderson,U.S.,Eden Prairie,MN,www.chrobinson.com,Public,"Market value as of March 31, 2023.",11417.0,2023-06-05,
